Image1,Image2,Similarity
subject01_centerlight.gif,subject14_normal.gif,0.7566143290047876
subject01_centerlight.gif,subject14_rightlight.gif,0.7511061938426347
subject01_centerlight.gif,subject14_sad.gif,0.7557837417688062
subject01_centerlight.gif,subject14_sleepy.gif,0.7561047825375191
subject01_centerlight.gif,subject14_surprised.gif,0.758540421518305
subject01_centerlight.gif,subject14_wink.gif,0.7534442085610972
subject01_centerlight.gif,subject15_centerlight.gif,0.745142449239459
subject01_centerlight.gif,subject15_glasses.gif,0.746256830614104
subject01_centerlight.gif,subject15_happy.gif,0.7471458734897503
subject01_centerlight.gif,subject15_leftlight.gif,0.7192525712558271
subject01_centerlight.gif,subject15_noglasses.gif,0.7450729649656579
subject01_centerlight.gif,subject15_normal.gif,0.7452094940042009
subject01_centerlight.gif,subject15_rightlight.gif,0.7531389168447686
subject01_centerlight.gif,subject15_sad.gif,0.7463893495584347
subject01_centerlight.gif,subject15_sleepy.gif,0.7395984023757453
subject01_centerlight.gif,subject15_surprised.gif,0.7459773128026762
subject01_centerlight.gif,subject15_wink.gif,0.7453023981620768
subject01_glasses.gif,subject01_happy.gif,0.7417623950417407
subject01_glasses.gif,subject01_leftlight.gif,0.7303740911088882
subject01_glasses.gif,subject01_noglasses.gif,0.7422375915045739
subject01_glasses.gif,subject01_normal.gif,0.7492049983775639
subject01_glasses.gif,subject01_rightlight.gif,0.7202174615653799
subject01_glasses.gif,subject01_sad.gif,0.7510705808612661
subject01_glasses.gif,subject01_sleepy.gif,0.7491914791451113
subject01_glasses.gif,subject01_surprised.gif,0.7467880789887501
subject01_glasses.gif,subject01_wink.gif,0.7396816834065747
subject01_glasses.gif,subject02_centerlight.gif,0.7474574912216202
subject01_glasses.gif,subject02_glasses.gif,0.7295575140563686
subject01_glasses.gif,subject02_happy.gif,0.7330276286426453
subject01_glasses.gif,subject02_leftlight.gif,0.7405875054365985
subject01_glasses.gif,subject02_noglasses.gif,0.7329442859351297
subject01_glasses.gif,subject02_normal.gif,0.7329442859351297
subject01_glasses.gif,subject02_rightlight.gif,0.739624954609759
subject01_glasses.gif,subject02_sad.gif,0.7331233490190132
subject01_glasses.gif,subject02_sleepy.gif,0.7320776591995601
subject01_glasses.gif,subject02_surprised.gif,0.7330670252298127
subject01_glasses.gif,subject02_wink.gif,0.7300913316468053
subject01_glasses.gif,subject03_centerlight.gif,0.7520808755032232
subject01_glasses.gif,subject03_glasses.gif,0.7526028125484301
subject01_glasses.gif,subject03_happy.gif,0.7570758260782041
subject01_glasses.gif,subject03_leftlight.gif,0.7370814013748503
subject01_glasses.gif,subject03_noglasses.gif,0.754551017374194
subject01_glasses.gif,subject03_normal.gif,0.754551017374194
subject01_glasses.gif,subject03_rightlight.gif,0.7363902710009467
subject01_glasses.gif,subject03_sad.gif,0.754445248064424
subject01_glasses.gif,subject03_sleepy.gif,0.7541886861433424
subject01_glasses.gif,subject03_surprised.gif,0.7553513788849703
subject01_glasses.gif,subject03_wink.gif,0.7556724201651978
subject01_glasses.gif,subject04_centerlight.gif,0.7546058926315856
subject01_glasses.gif,subject04_glasses.gif,0.7402153057796945
subject01_glasses.gif,subject04_happy.gif,0.7356885881457673
subject01_glasses.gif,subject04_leftlight.gif,0.7455100196879176
subject01_glasses.gif,subject04_noglasses.gif,0.7373047351256564
subject01_glasses.gif,subject04_normal.gif,0.7388288197664244
subject01_glasses.gif,subject04_rightlight.gif,0.7212176518964007
subject01_glasses.gif,subject04_sad.gif,0.7388288197664244
subject01_glasses.gif,subject04_sleepy.gif,0.736940137275662
subject01_glasses.gif,subject04_surprised.gif,0.7397796846410426
subject01_glasses.gif,subject04_wink.gif,0.7377278574656929
subject01_glasses.gif,subject05_centerlight.gif,0.7411771696435526
subject01_glasses.gif,subject05_glasses.gif,0.7376364779191169
subject01_glasses.gif,subject05_happy.gif,0.7394275388653414
subject01_glasses.gif,subject05_leftlight.gif,0.7343944519405312
subject01_glasses.gif,subject05_noglasses.gif,0.7351002140942157
subject01_glasses.gif,subject05_normal.gif,0.7386278257741257
subject01_glasses.gif,subject05_rightlight.gif,0.7101598738901902
subject01_glasses.gif,subject05_sad.gif,0.7319635388227762
subject01_glasses.gif,subject05_sleepy.gif,0.7377743582951418
subject01_glasses.gif,subject05_surprised.gif,0.7398766066919896
subject01_glasses.gif,subject05_wink.gif,0.7384991385384422
subject01_glasses.gif,subject06_centerlight.gif,0.7463471292995495
subject01_glasses.gif,subject06_glasses.gif,0.7325771798859005
subject01_glasses.gif,subject06_happy.gif,0.7391480811483032
subject01_glasses.gif,subject06_leftlight.gif,0.7434458435512312
subject01_glasses.gif,subject06_noglasses.gif,0.7394539833185317
subject01_glasses.gif,subject06_normal.gif,0.7394539833185317
subject01_glasses.gif,subject06_rightlight.gif,0.7436523647422938
subject01_glasses.gif,subject06_sad.gif,0.7366608447230215
subject01_glasses.gif,subject06_sleepy.gif,0.7390124478046491
subject01_glasses.gif,subject06_surprised.gif,0.7387523063245179
subject01_glasses.gif,subject06_wink.gif,0.7360545712011516
subject01_glasses.gif,subject07_centerlight.gif,0.7519617618973679
subject01_glasses.gif,subject07_glasses.gif,0.7413830514628047
subject01_glasses.gif,subject07_happy.gif,0.7439935270838517
subject01_glasses.gif,subject07_leftlight.gif,0.7355866989362057
subject01_glasses.gif,subject07_noglasses.gif,0.746186084751334
subject01_glasses.gif,subject07_normal.gif,0.746186084751334
subject01_glasses.gif,subject07_rightlight.gif,0.7352785449212463
subject01_glasses.gif,subject07_sad.gif,0.746110852360473
subject01_glasses.gif,subject07_sleepy.gif,0.745738388342473
subject01_glasses.gif,subject07_surprised.gif,0.7440355895798366
subject01_glasses.gif,subject07_wink.gif,0.7479000451608296
subject01_glasses.gif,subject08_centerlight.gif,0.747467700452022
subject01_glasses.gif,subject08_glasses.gif,0.7395991011862391
subject01_glasses.gif,subject08_happy.gif,0.7297053038561128
subject01_glasses.gif,subject08_leftlight.gif,0.7433420061896299
subject01_glasses.gif,subject08_noglasses.gif,0.7263337238347368
subject01_glasses.gif,subject08_normal.gif,0.7395991011862391
subject01_glasses.gif,subject08_rightlight.gif,0.7237135199219799
subject01_glasses.gif,subject08_sad.gif,0.7194808285662941
subject01_glasses.gif,subject08_sleepy.gif,0.7281059717160046
subject01_glasses.gif,subject08_surprised.gif,0.7294481904830018
subject01_glasses.gif,subject08_wink.gif,0.7259418540475626
subject01_glasses.gif,subject09_centerlight.gif,0.7517980000166691
subject01_glasses.gif,subject09_glasses.gif,0.7343114070581302
subject01_glasses.gif,subject09_happy.gif,0.734772108943011
subject01_glasses.gif,subject09_leftlight.gif,0.7425000177933944
subject01_glasses.gif,subject09_noglasses.gif,0.7329690220179319
subject01_glasses.gif,subject09_normal.gif,0.7329690220179319
subject01_glasses.gif,subject09_rightlight.gif,0.7445765284145937
subject01_glasses.gif,subject09_sad.gif,0.7306043583052179
subject01_glasses.gif,subject09_sleepy.gif,0.7343398393421379
subject01_glasses.gif,subject09_surprised.gif,0.7328249387624436
subject01_glasses.gif,subject09_wink.gif,0.7346815777709316
subject01_glasses.gif,subject10_centerlight.gif,0.7534894474033287
subject01_glasses.gif,subject10_glasses.gif,0.7449507718533003
subject01_glasses.gif,subject10_happy.gif,0.7435261563838736
subject01_glasses.gif,subject10_leftlight.gif,0.7460668390400559
subject01_glasses.gif,subject10_noglasses.gif,0.7464699226768078
subject01_glasses.gif,subject10_normal.gif,0.7439471227150832
subject01_glasses.gif,subject10_rightlight.gif,0.7422639608158526
subject01_glasses.gif,subject10_sad.gif,0.7456147094347705
subject01_glasses.gif,subject10_sleepy.gif,0.7389711780453891
subject01_glasses.gif,subject10_surprised.gif,0.7437282849542549
subject01_glasses.gif,subject10_wink.gif,0.7468476016117623
subject01_glasses.gif,subject11_centerlight.gif,0.7472028430184371
subject01_glasses.gif,subject11_glasses.gif,0.7434186113550666
subject01_glasses.gif,subject11_happy.gif,0.7452281398108965
subject01_glasses.gif,subject11_leftlight.gif,0.7416252526644539
subject01_glasses.gif,subject11_noglasses.gif,0.7460098028607529
subject01_glasses.gif,subject11_normal.gif,0.7462174692176242
subject01_glasses.gif,subject11_rightlight.gif,0.7442057757273025
subject01_glasses.gif,subject11_sad.gif,0.7432327035729593
subject01_glasses.gif,subject11_sleepy.gif,0.7423417050247244
subject01_glasses.gif,subject11_surprised.gif,0.7502627791483806
subject01_glasses.gif,subject11_wink.gif,0.7454200955289517
subject01_glasses.gif,subject12_centerlight.gif,0.7452993367028524
subject01_glasses.gif,subject12_glasses.gif,0.7310122435887063
subject01_glasses.gif,subject12_happy.gif,0.7341883290163782
subject01_glasses.gif,subject12_leftlight.gif,0.7386268664184343
subject01_glasses.gif,subject12_noglasses.gif,0.7327111689330925
subject01_glasses.gif,subject12_normal.gif,0.7327111689330925
subject01_glasses.gif,subject12_rightlight.gif,0.739638996813153
subject01_glasses.gif,subject12_sad.gif,0.727450451689331
subject01_glasses.gif,subject12_sleepy.gif,0.7246151692446317
subject01_glasses.gif,subject12_surprised.gif,0.7291348531298657
subject01_glasses.gif,subject12_wink.gif,0.7273155151625372
subject01_glasses.gif,subject13_centerlight.gif,0.7498045850716692
subject01_glasses.gif,subject13_glasses.gif,0.7449034104485022
subject01_glasses.gif,subject13_happy.gif,0.7453290127771819
subject01_glasses.gif,subject13_leftlight.gif,0.740956937224576
subject01_glasses.gif,subject13_noglasses.gif,0.7472281743002476
subject01_glasses.gif,subject13_normal.gif,0.7448404049326786
subject01_glasses.gif,subject13_rightlight.gif,0.733879457957713
subject01_glasses.gif,subject13_sad.gif,0.7439819657978499
subject01_glasses.gif,subject13_sleepy.gif,0.7470255838988231
subject01_glasses.gif,subject13_surprised.gif,0.7451098973589727
subject01_glasses.gif,subject13_wink.gif,0.7506501463841864
subject01_glasses.gif,subject14_centerlight.gif,0.7524001677053107
subject01_glasses.gif,subject14_glasses.gif,0.738327026573973
subject01_glasses.gif,subject14_happy.gif,0.7426284861717793
subject01_glasses.gif,subject14_leftlight.gif,0.7396098243837386
subject01_glasses.gif,subject14_noglasses.gif,0.7421420645397708
subject01_glasses.gif,subject14_normal.gif,0.7421420645397708
subject01_glasses.gif,subject14_rightlight.gif,0.732898844244582
subject01_glasses.gif,subject14_sad.gif,0.7399176753653652
subject01_glasses.gif,subject14_sleepy.gif,0.7381562010258265
subject01_glasses.gif,subject14_surprised.gif,0.74321080102512
subject01_glasses.gif,subject14_wink.gif,0.7389450694637383
subject01_glasses.gif,subject15_centerlight.gif,0.7294601528933524
subject01_glasses.gif,subject15_glasses.gif,0.7370379658062082
subject01_glasses.gif,subject15_happy.gif,0.7338742859798152
subject01_glasses.gif,subject15_leftlight.gif,0.7099227811988449
subject01_glasses.gif,subject15_noglasses.gif,0.7327673195063541
subject01_glasses.gif,subject15_normal.gif,0.7341983799449856
subject01_glasses.gif,subject15_rightlight.gif,0.7309901611469954
subject01_glasses.gif,subject15_sad.gif,0.7318057099788204
subject01_glasses.gif,subject15_sleepy.gif,0.7310104859202579
subject01_glasses.gif,subject15_surprised.gif,0.7350740759528048
subject01_glasses.gif,subject15_wink.gif,0.7328094513511286
subject01_happy.gif,subject01_leftlight.gif,0.7303504616645463
subject01_happy.gif,subject01_noglasses.gif,0.7366354243310141
subject01_happy.gif,subject01_normal.gif,0.7418590158891942
subject01_happy.gif,subject01_rightlight.gif,0.7133178326058642
subject01_happy.gif,subject01_sad.gif,0.7444606418483681
subject01_happy.gif,subject01_sleepy.gif,0.7591664398462279
subject01_happy.gif,subject01_surprised.gif,0.742891285675512
subject01_happy.gif,subject01_wink.gif,0.7432601680679196
subject01_happy.gif,subject02_centerlight.gif,0.7463528746237673
subject01_happy.gif,subject02_glasses.gif,0.723066876613453
subject01_happy.gif,subject02_happy.gif,0.7271650368531005
subject01_happy.gif,subject02_leftlight.gif,0.7351352460004225
subject01_happy.gif,subject02_noglasses.gif,0.7269277910542741
subject01_happy.gif,subject02_normal.gif,0.7269277910542741
subject01_happy.gif,subject02_rightlight.gif,0.7377416531652362
subject01_happy.gif,subject02_sad.gif,0.7292805979745893
subject01_happy.gif,subject02_sleepy.gif,0.7252929680248024
subject01_happy.gif,subject02_surprised.gif,0.728167936991179
subject01_happy.gif,subject02_wink.gif,0.7244633688140883
subject01_happy.gif,subject03_centerlight.gif,0.7492624374548535
subject01_happy.gif,subject03_glasses.gif,0.7453032037348483
subject01_happy.gif,subject03_happy.gif,0.7540237642367985
subject01_happy.gif,subject03_leftlight.gif,0.7319485277528366
subject01_happy.gif,subject03_noglasses.gif,0.751174241344111
subject01_happy.gif,subject03_normal.gif,0.751174241344111
subject01_happy.gif,subject03_rightlight.gif,0.7332922921185742
subject01_happy.gif,subject03_sad.gif,0.7505174718218363
subject01_happy.gif,subject03_sleepy.gif,0.7470967672239153
subject01_happy.gif,subject03_surprised.gif,0.7515230810975138
subject01_happy.gif,subject03_wink.gif,0.7477305411648335
subject01_happy.gif,subject04_centerlight.gif,0.7519466219588824
subject01_happy.gif,subject04_glasses.gif,0.7318661629194071
subject01_happy.gif,subject04_happy.gif,0.7309676759649871
subject01_happy.gif,subject04_leftlight.gif,0.743068342300769
subject01_happy.gif,subject04_noglasses.gif,0.7295057561809919
subject01_happy.gif,subject04_normal.gif,0.7306094641849832
subject01_happy.gif,subject04_rightlight.gif,0.7092855220993046
subject01_happy.gif,subject04_sad.gif,0.7306094641849832
subject01_happy.gif,subject04_sleepy.gif,0.7319013460541179
subject01_happy.gif,subject04_surprised.gif,0.7348839904634503
subject01_happy.gif,subject04_wink.gif,0.7323721031096083
subject01_happy.gif,subject05_centerlight.gif,0.7369759906241539
subject01_happy.gif,subject05_glasses.gif,0.7318874556129992
subject01_happy.gif,subject05_happy.gif,0.7354710235259235
subject01_happy.gif,subject05_leftlight.gif,0.727571396741873
subject01_happy.gif,subject05_noglasses.gif,0.7298192373225125
subject01_happy.gif,subject05_normal.gif,0.7341590009093869
subject01_happy.gif,subject05_rightlight.gif,0.7021962390917726
subject01_happy.gif,subject05_sad.gif,0.7247168931860963
subject01_happy.gif,subject05_sleepy.gif,0.7323135678191038
subject01_happy.gif,subject05_surprised.gif,0.7341755396471799
subject01_happy.gif,subject05_wink.gif,0.7318388619135549
subject01_happy.gif,subject06_centerlight.gif,0.738881941267567
subject01_happy.gif,subject06_glasses.gif,0.7276792290049173
subject01_happy.gif,subject06_happy.gif,0.7315810668880406
subject01_happy.gif,subject06_leftlight.gif,0.7410239264786027
subject01_happy.gif,subject06_noglasses.gif,0.7286180428377294
subject01_happy.gif,subject06_normal.gif,0.7286180428377294
subject01_happy.gif,subject06_rightlight.gif,0.7394594305646801
subject01_happy.gif,subject06_sad.gif,0.7285313292965352
subject01_happy.gif,subject06_sleepy.gif,0.7328179418984628
subject01_happy.gif,subject06_surprised.gif,0.7305283219560944
subject01_happy.gif,subject06_wink.gif,0.7290129587884718
subject01_happy.gif,subject07_centerlight.gif,0.7456473574229299
subject01_happy.gif,subject07_glasses.gif,0.7360145819854416
subject01_happy.gif,subject07_happy.gif,0.7406211687725794
subject01_happy.gif,subject07_leftlight.gif,0.7284583990804032
subject01_happy.gif,subject07_noglasses.gif,0.7407499751805287
subject01_happy.gif,subject07_normal.gif,0.7407499751805287
subject01_happy.gif,subject07_rightlight.gif,0.7302400546464263
subject01_happy.gif,subject07_sad.gif,0.7395134396206591
subject01_happy.gif,subject07_sleepy.gif,0.7425456736248571
subject01_happy.gif,subject07_surprised.gif,0.7399467635905577
subject01_happy.gif,subject07_wink.gif,0.743227091936216
subject01_happy.gif,subject08_centerlight.gif,0.7425242709537546
subject01_happy.gif,subject08_glasses.gif,0.7297397576682243
subject01_happy.gif,subject08_happy.gif,0.7208085430207645
subject01_happy.gif,subject08_leftlight.gif,0.736708961066795
subject01_happy.gif,subject08_noglasses.gif,0.7234464231516133
subject01_happy.gif,subject08_normal.gif,0.7297397576682243
subject01_happy.gif,subject08_rightlight.gif,0.7132433715213796
subject01_happy.gif,subject08_sad.gif,0.7225062459863093
subject01_happy.gif,subject08_sleepy.gif,0.7200746392564258
subject01_happy.gif,subject08_surprised.gif,0.7189010119380506
subject01_happy.gif,subject08_wink.gif,0.7195874138748211
subject01_happy.gif,subject09_centerlight.gif,0.7470143461719855
subject01_happy.gif,subject09_glasses.gif,0.7282352849388967
subject01_happy.gif,subject09_happy.gif,0.7270061643244181
subject01_happy.gif,subject09_leftlight.gif,0.7391396899816834
subject01_happy.gif,subject09_noglasses.gif,0.7233434098178824
subject01_happy.gif,subject09_normal.gif,0.7233434098178824
subject01_happy.gif,subject09_rightlight.gif,0.7367125262377863
subject01_happy.gif,subject09_sad.gif,0.7221502759163134
subject01_happy.gif,subject09_sleepy.gif,0.726535868126329
subject01_happy.gif,subject09_surprised.gif,0.7252976774888017
subject01_happy.gif,subject09_wink.gif,0.7248206354391953
subject01_happy.gif,subject10_centerlight.gif,0.7492552861528899
subject01_happy.gif,subject10_glasses.gif,0.742542522372812
subject01_happy.gif,subject10_happy.gif,0.7397786636215676
subject01_happy.gif,subject10_leftlight.gif,0.7415008845237356
subject01_happy.gif,subject10_noglasses.gif,0.7410639013657997
subject01_happy.gif,subject10_normal.gif,0.7405806958351183
subject01_happy.gif,subject10_rightlight.gif,0.7330794673076854
subject01_happy.gif,subject10_sad.gif,0.7389482698292105
subject01_happy.gif,subject10_sleepy.gif,0.739156120892544
subject01_happy.gif,subject10_surprised.gif,0.7369083775053866
subject01_happy.gif,subject10_wink.gif,0.7471217062123673
subject01_happy.gif,subject11_centerlight.gif,0.7439595541083982
subject01_happy.gif,subject11_glasses.gif,0.7376381246497156
subject01_happy.gif,subject11_happy.gif,0.7399322896380814
subject01_happy.gif,subject11_leftlight.gif,0.7388062550817914
subject01_happy.gif,subject11_noglasses.gif,0.7379701457433668
subject01_happy.gif,subject11_normal.gif,0.7402942378178593
subject01_happy.gif,subject11_rightlight.gif,0.7406662733675441
subject01_happy.gif,subject11_sad.gif,0.7427461703634041
subject01_happy.gif,subject11_sleepy.gif,0.7405808607669248
subject01_happy.gif,subject11_surprised.gif,0.7463721043513654
subject01_happy.gif,subject11_wink.gif,0.7380740245563318
subject01_happy.gif,subject12_centerlight.gif,0.7395963743381992
subject01_happy.gif,subject12_glasses.gif,0.7251955289465442
subject01_happy.gif,subject12_happy.gif,0.7274789631444994
subject01_happy.gif,subject12_leftlight.gif,0.735372775810934
